,sim_ownership,player_name,team,opp,position,salary,ownership,pos,fp,fp_std,created_own,positive_ev
127,0.0,Joshua Kelley,LAC,DEN,RB,4000,0.0,RB,4.570082622,3.6352661939999997,0.0,0.0
128,0.0,Gabe Nabers,LAC,DEN,RB,4000,0.0,RB,0.67,0.0,0.0,0.0
129,0.0641025641025641,Justin Jackson,LAC,DEN,RB,4000,0.6,RB,0.0,0.0,0.3205128205128205,-0.2564102564102564
130,3.165064102564102,Justin Herbert,LAC,DEN,QB,7400,4.8,QB,23.5661705,9.449663763,4.567307692307692,-1.4022435897435894
131,3.888621794871795,Chargers,LAC,DEN,D,3300,4.78,D,6.9,3.45,4.2868589743589745,-0.3982371794871793
132,8.463942307692307,Cooper Kupp,LA,SEA,WR,6600,5.2,WR,15.72711987,11.40479302,8.11298076923077,0.35096153846153655
133,11.536057692307693,Robert Woods,LA,SEA,WR,7000,9.2,WR,15.64357899,10.55473781,14.082532051282051,-2.5464743589743577
134,0.7099358974358975,Josh Reynolds,LA,SEA,WR,3200,2.9,WR,3.5,4.02614022,1.9631410256410255,-1.2532051282051282
135,0.04567307692307692,Van Jefferson Jr.,LA,SEA,WR,3000,0.3,WR,2.68,2.456042503,0.16025641025641024,-0.11458333333333331
136,0.0,Nsimba Webster,LA,SEA,WR,3000,0.0,WR,0.0,0.0,0.0,0.0
137,0.0,Trishton Jackson,LA,SEA,WR,3000,0.0,WR,0.0,0.0,0.0,0.0
138,1.2235576923076923,Tyler Higbee,LA,SEA,TE,4000,1.4,TE,7.737597616,7.801010907999999,1.542467948717949,-0.3189102564102566
139,1.09375,Gerald Everett,LA,SEA,TE,2800,1.8,TE,6.3184514720000005,5.82081886,1.2419871794871795,-0.14823717948717952
140,0.0,Johnny Mundt,LA,SEA,TE,2500,0.0,TE,0.0,0.0,0.0,0.0
141,0.0,Brycen Hopkins,LA,SEA,TE,2500,0.0,TE,0.0,0.0,0.0,0.0
142,11.236378205128206,Darrell Henderson Jr.,LA,SEA,RB,4500,11.6,RB,12.97545355,8.492762075,9.635416666666668,1.6009615384615383
143,1.6810897435897434,Malcolm Brown,LA,SEA,RB,4000,2.6,RB,8.377016553999999,6.909686094,2.063301282051282,-0.38221153846153855
144,0.0,Xavier Jones,LA,SEA,RB,4000,0.0,RB,0.0,0.0,0.0,0.0
145,0.0,Raymond Calais,LA,SEA,RB,4000,0.0,RB,0.0,0.0,0.0,0.0
146,0.0,Cam Akers,LA,SEA,RB,6300,0.0,RB,0.0,0.0,0.0,0.0
147,2.684294871794872,Jared Goff,LA,SEA,QB,5900,3.5,QB,19.903879800000002,9.153340117,3.345352564102564,-0.6610576923076921
148,3.0448717948717947,Rams,LA,SEA,D,3100,3.57,D,5.9,2.95,4.326923076923077,-1.282051282051282
149,19.155448717948715,Tyreek Hill,KC,ATL,WR,9000,20.9,WR,22.78521654,13.98038624,21.634615384615387,-2.4791666666666714
150,4.912660256410256,Sammy Watkins,KC,ATL,WR,5000,4.0,WR,10.59353984,9.66925244,5.348557692307692,-0.43589743589743524
151,4.1201923076923075,Mecole Hardman,KC,ATL,WR,3100,5.8,WR,9.293111601,7.06932111,3.806089743589743,0.3141025641025643
152,0.3605769230769231,Demarcus Robinson,KC,ATL,WR,3900,1.3,WR,4.32,5.757820607,0.9815705128205128,-0.6209935897435896
153,0.0,Byron Pringle,KC,ATL,WR,3000,0.0,WR,0.0,0.0,0.0,0.0
154,28.14823717948718,Travis Kelce,KC,ATL,TE,8500,27.6,TE,21.96425679,13.92414061,32.65224358974359,-4.504006410256412
155,0.0,Nick Keizer,KC,ATL,TE,2500,0.0,TE,0.0,0.0,0.0,0.0
156,0.0,Deon Yelder,KC,ATL,TE,2500,0.0,TE,0.0,0.0,0.0,0.0
157,0.0,James Winchester,KC,ATL,TE,2500,0.0,TE,0.0,0.0,0.0,0.0
158,0.0,Ricky Seals-Jones,KC,ATL,TE,2500,0.0,TE,0.0,0.0,0.0,0.0
159,16.762019230769234,Le'Veon Bell,KC,ATL,RB,5800,22.1,RB,14.97420832,8.372776527000001,17.908653846153847,-1.1466346153846132
160,0.9391025641025641,Darrel Williams,KC,ATL,RB,4200,1.7,RB,7.110643252000001,7.126213192000001,1.4823717948717947,-0.5432692307692306
161,0.05448717948717949,Darwin Thompson,KC,ATL,RB,4000,0.3,RB,0.0,0.0,0.2203525641025641,-0.1658653846153846
162,0.0,Anthony Sherman,KC,ATL,RB,4000,0.0,RB,0.0,0.0,0.0,0.0
163,0.0,Clyde Edwards-Helaire,KC,ATL,RB,6000,0.0,RB,0.0,0.0,0.0,0.0
164,11.725160256410257,Patrick Mahomes,KC,ATL,QB,8500,17.7,QB,27.35881431,11.79224089,14.783653846153847,-3.0584935897435894
165,3.172275641025641,Chiefs,KC,ATL,D,3400,3.87,D,7.1,3.55,3.3253205128205128,-0.1530448717948718
166,6.621794871794871,DJ Chark Jr.,JAC,CHI,WR,4800,3.1,WR,12.20924282,10.05237039,4.447115384615385,2.1746794871794863
167,0.0,Collin Johnson,JAC,CHI,WR,3000,0.0,WR,6.6810480189999994,5.6307335620000005,0.0,0.0
168,1.580128205128205,Chris Conley,JAC,CHI,WR,3000,1.8,WR,2.94500217,4.34562606,2.043269230769231,-0.46314102564102577
169,2.358974358974359,Laviska Shenault Jr.,JAC,CHI,WR,3700,4.8,WR,0.0,0.0,5.969551282051282,-3.610576923076923
170,1.4142628205128205,Keelan Cole Sr.,JAC,CHI,WR,3500,3.1,WR,0.0,0.0,3.345352564102564,-1.9310897435897434
171,0.0,Dede Westbrook,JAC,CHI,WR,3000,0.0,WR,0.0,0.0,0.0,0.0
172,1.5841346153846154,Tyler Eifert,JAC,CHI,TE,3000,1.8,TE,5.94000202,4.648724416,1.7027243589743588,-0.11858974358974339
173,0.266025641025641,James O'Shaughnessy,JAC,CHI,TE,2500,0.3,TE,3.89,3.3748133260000004,0.3605769230769231,-0.09455128205128205
174,0.0,Ben Ellefson,JAC,CHI,TE,2500,0.0,TE,0.0,0.0,0.0,0.0
